Tiempo (s),Posición X (m),Posición Y (m)
3.6055475372279497,7.894444444444444,1.5924999999999998
3.622317525773196,7.901249999999999,1.606111111111111
3.639087514318442,7.914861111111111,1.606111111111111
3.6558575028636886,7.928472222222222,1.6129166666666666
3.6726274914089347,7.948888888888888,1.6129166666666666
3.689397479954181,7.955694444444444,1.6129166666666666
3.7061674684994275,7.969305555555555,1.606111111111111
3.7229374570446736,7.982916666666666,1.606111111111111
3.7397074455899197,7.996527777777778,1.5924999999999998
3.7564774341351663,7.996527777777778,1.5924999999999998
3.7732474226804125,8.003333333333332,1.5788888888888888
3.7900174112256586,8.016944444444444,1.5788888888888888
3.806787399770905,8.02375,1.5720833333333333
3.8235573883161513,8.02375,1.5720833333333333
3.8403273768613975,8.030555555555555,1.5720833333333333
3.857097365406644,8.03736111111111,1.5652777777777778
3.87386735395189,8.03736111111111,1.5720833333333333
3.8906373424971363,8.044166666666666,1.5720833333333333
3.9074073310423825,8.05097222222222,1.5720833333333333
3.924177319587629,8.05097222222222,1.5788888888888888
3.940947308132875,8.057777777777778,1.5788888888888888
3.9577172966781213,8.071388888888889,1.5720833333333333
3.974487285223368,8.071388888888889,1.5652777777777778
3.991257273768614,8.084999999999999,1.5516666666666665
4.008027262313861,8.084999999999999,1.5380555555555555
4.024797250859106,8.091805555555554,1.5244444444444443
4.041567239404353,8.112222222222222,1.5108333333333333
4.0583372279495995,8.119027777777777,1.4972222222222222
4.075107216494845,8.132638888888888,1.4904166666666665
4.091877205040092,8.139444444444443,1.4768055555555555
4.108647193585338,8.153055555555556,1.4631944444444445
4.125417182130584,8.15986111111111,1.4495833333333332
4.142187170675831,8.180277777777777,1.4359722222222222
4.158957159221077,8.180277777777777,1.4359722222222222
4.175727147766323,8.187083333333334,1.4291666666666665
4.1924971363115695,8.193888888888889,1.422361111111111
4.209267124856816,8.200694444444444,1.422361111111111
4.226037113402062,8.200694444444444,1.4155555555555555
4.242807101947308,8.214305555555555,1.4019444444444444
4.259577090492555,8.214305555555555,1.4019444444444444
4.276347079037801,8.22111111111111,1.4019444444444444
4.293117067583047,8.227916666666665,1.4019444444444444
4.309887056128293,8.234722222222222,1.4019444444444444
4.3266570446735395,8.241527777777778,1.4019444444444444
4.343427033218786,8.241527777777778,1.40875
4.360197021764032,8.248333333333333,1.40875
4.376967010309278,8.261944444444444,1.4155555555555555
4.393736998854525,8.261944444444444,1.4155555555555555
4.410506987399771,8.268749999999999,1.422361111111111
4.427276975945017,8.268749999999999,1.422361111111111
4.444046964490264,8.275555555555554,1.422361111111111
4.4608169530355095,8.282361111111111,1.422361111111111
4.477586941580756,8.282361111111111,1.422361111111111
4.494356930126003,8.282361111111111,1.422361111111111
4.511126918671248,8.289166666666667,1.422361111111111
4.527896907216495,8.282361111111111,1.422361111111111
4.5446668957617415,8.282361111111111,1.4291666666666665
4.561436884306987,8.282361111111111,1.4291666666666665
4.578206872852234,8.282361111111111,1.4291666666666665
4.59497686139748,8.282361111111111,1.4291666666666665
4.611746849942726,8.268749999999999,1.4291666666666665
4.628516838487973,8.261944444444444,1.4291666666666665
4.645286827033219,8.261944444444444,1.4291666666666665
4.662056815578465,8.255138888888888,1.4291666666666665
4.6788268041237115,8.255138888888888,1.422361111111111
4.695596792668958,8.255138888888888,1.4291666666666665
4.712366781214204,8.241527777777778,1.4291666666666665
4.72913676975945,8.241527777777778,1.4291666666666665
4.745906758304697,8.234722222222222,1.4359722222222222
4.762676746849943,8.22111111111111,1.4359722222222222
4.779446735395189,8.214305555555555,1.4359722222222222
4.796216723940435,8.214305555555555,1.4359722222222222
4.8129867124856816,8.200694444444444,1.4359722222222222
4.829756701030928,8.193888888888889,1.4359722222222222
4.846526689576174,8.187083333333334,1.4427777777777777
